iso_code,target_year,fuel_category,metric,collection_year,2030_target,variable
MYS,2030,Hydro,generation_twh,2023,42.08795181,hydro_electricity
MYS,2030,Hydro,share_of_generation_pct,2023,19.84,hydro_share_elec
MYS,2030,Solar,capacity_total_gw,2023,6.86,solar_capacity_gw
MYS,2030,Solar,generation_twh,2024,12.02,solar_electricity
MYS,2030,Solar,share_of_generation_pct,2024,5.1,solar_share_elec
NGA,2030,Bioenergy,capacity_total_gw,2024,1.1,biofuel_capacity_gw
NGA,2030,Hydro,capacity_total_gw,2024,5.9,hydro_capacity_gw
NGA,2030,Renewables,share_of_generation_pct,2024,31.0,renewables_share_elec
NGA,2030,Solar,capacity_total_gw,2024,6.0,solar_capacity_gw
NGA,2030,Wind,capacity_total_gw,2024,0.8,wind_capacity_gw
NLD,2030,Coal,capacity_total_gw,2023,0.0,coal_capacity_gw
NLD,2030,Coal,generation_twh,2023,0.0,coal_electricity
NLD,2030,Coal,share_of_generation_pct,2023,0.0,coal_share_elec
NLD,2030,Gas,capacity_total_gw,2023,16.56,gas_capacity_gw
NLD,2030,Gas,generation_twh,2023,28.644,gas_electricity
NLD,2030,Gas,share_of_generation_pct,2023,18.46,gas_share_elec
NLD,2030,Hydro,capacity_total_gw,2023,0.04,hydro_capacity_gw
NLD,2030,Hydro,generation_twh,2023,0.114,hydro_electricity
NLD,2030,Hydro,share_of_generation_pct,2023,0.07,hydro_share_elec
NLD,2030,Nuclear,capacity_total_gw,2023,0.5,nuclear_capacity_gw
NLD,2030,Nuclear,generation_twh,2023,3.434,nuclear_electricity
NLD,2030,Nuclear,share_of_generation_pct,2023,2.21,nuclear_share_elec
NLD,2030,Solar,capacity_total_gw,2023,25.75,solar_capacity_gw
NLD,2030,Solar,generation_twh,2023,23.437,solar_electricity
NLD,2030,Solar,share_of_generation_pct,2023,15.1,solar_share_elec
NLD,2030,Wind,capacity_total_gw,2023,23.2,wind_capacity_gw
NLD,2030,Wind,generation_twh,2023,91.671,wind_electricity
NLD,2030,Wind,share_of_generation_pct,2023,59.07,wind_share_elec
NOR,2030,Bioenergy,capacity_total_gw,2023,0.19,biofuel_capacity_gw
NOR,2030,Bioenergy,generation_twh,2023,1.002,biofuel_electricity
NOR,2030,Bioenergy,share_of_generation_pct,2023,0.56,biofuel_share_elec
NOR,2030,Coal,capacity_total_gw,2023,0.01,coal_capacity_gw
NOR,2030,Coal,generation_twh,2023,0.052,coal_electricity
NOR,2030,Coal,share_of_generation_pct,2023,0.03,coal_share_elec
NOR,2030,Gas,capacity_total_gw,2023,0.83,gas_capacity_gw
NOR,2030,Gas,generation_twh,2023,2.302,gas_electricity
NOR,2030,Gas,share_of_generation_pct,2023,1.28,gas_share_elec
NOR,2030,Hydro,capacity_total_gw,2023,34.69,hydro_capacity_gw
NOR,2030,Hydro,generation_twh,2023,148.789,hydro_electricity
NOR,2030,Hydro,share_of_generation_pct,2023,82.98,hydro_share_elec
NOR,2030,Solar,capacity_total_gw,2023,5.39,solar_capacity_gw
NOR,2030,Solar,generation_twh,2023,5.989,solar_electricity
NOR,2030,Solar,share_of_generation_pct,2023,3.34,solar_share_elec
NOR,2030,Wind,capacity_total_gw,2023,9.17,wind_capacity_gw
NOR,2030,Wind,generation_twh,2023,21.173,wind_electricity
NOR,2030,Wind,share_of_generation_pct,2023,11.81,wind_share_elec
NZL,2030,Gas,capacity_total_gw,2024,1.2,gas_capacity_gw
NZL,2030,Gas,generation_twh,2024,2.9,gas_electricity
NZL,2030,Hydro,capacity_total_gw,2024,5.3,hydro_capacity_gw
NZL,2030,Hydro,generation_twh,2024,24.7,hydro_electricity
NZL,2030,Renewables,share_of_generation_pct,2024,93.0,renewables_share_elec
NZL,2030,Solar,capacity_total_gw,2024,1.1,solar_capacity_gw
NZL,2030,Solar,generation_twh,2024,1.7,solar_electricity
NZL,2030,Wind,capacity_total_gw,2024,2.1,wind_capacity_gw
NZL,2030,Wind,generation_twh,2024,6.7,wind_electricity
PAK,2030,Bioenergy,capacity_total_gw,2024,0.394,biofuel_capacity_gw
PAK,2030,Bioenergy,generation_twh,2024,1.161749274,biofuel_electricity
PAK,2030,Bioenergy,share_of_generation_pct,2024,0.5472,biofuel_share_elec
PAK,2030,Coal,capacity_total_gw,2024,9.27,coal_capacity_gw
PAK,2030,Coal,generation_twh,2024,48.03269082,coal_electricity
PAK,2030,Coal,share_of_generation_pct,2024,22.6237,coal_share_elec
PAK,2030,Gas,capacity_total_gw,2024,10.93293576,gas_capacity_gw
PAK,2030,Gas,generation_twh,2024,16.12181576,gas_electricity
PAK,2030,Gas,share_of_generation_pct,2024,7.5935,gas_share_elec
PAK,2030,Hydro,capacity_total_gw,2024,20.90924331,hydro_capacity_gw
PAK,2030,Hydro,generation_twh,2024,80.26602992,hydro_electricity
PAK,2030,Hydro,share_of_generation_pct,2024,37.8058,hydro_share_elec
PAK,2030,Nuclear,capacity_total_gw,2024,3.62,nuclear_capacity_gw
PAK,2030,Nuclear,generation_twh,2024,24.58,nuclear_electricity
PAK,2030,Nuclear,share_of_generation_pct,2024,11.5773,nuclear_share_elec
PAK,2030,Solar,capacity_total_gw,2024,12.99107538,solar_capacity_gw
PAK,2030,Solar,generation_twh,2024,23.01475229,solar_electricity
PAK,2030,Solar,share_of_generation_pct,2024,10.8401,solar_share_elec
PAK,2030,Wind,capacity_total_gw,2024,5.624867994,wind_capacity_gw
PAK,2030,Wind,generation_twh,2024,19.13435365,wind_electricity
PAK,2030,Wind,share_of_generation_pct,2024,9.0124,wind_share_elec
PHL,2030,Bioenergy,capacity_total_gw,2023,0.63,biofuel_capacity_gw
PHL,2030,Bioenergy,generation_twh,2023,1.14,biofuel_electricity
PHL,2030,Bioenergy,share_of_generation_pct,2023,0.59,biofuel_share_elec
PHL,2030,Coal,capacity_total_gw,2023,12.13,coal_capacity_gw
PHL,2030,Coal,generation_twh,2023,87.75,coal_electricity
PHL,2030,Coal,share_of_generation_pct,2023,45.16,coal_share_elec
PHL,2030,Gas,capacity_total_gw,2023,5.14,gas_capacity_gw
PHL,2030,Gas,generation_twh,2023,37.51,gas_electricity
PHL,2030,Gas,share_of_generation_pct,2023,19.3,gas_share_elec
PHL,2030,Hydro,capacity_total_gw,2023,4.945,hydro_capacity_gw
PHL,2030,Hydro,generation_twh,2023,15.87,hydro_electricity
PHL,2030,Hydro,share_of_generation_pct,2023,8.17,hydro_share_elec
PHL,2030,Solar,capacity_total_gw,2023,20.004,solar_capacity_gw
PHL,2030,Solar,generation_twh,2023,32.06,solar_electricity
PHL,2030,Solar,share_of_generation_pct,2023,16.5,solar_share_elec
PHL,2030,Wind,capacity_total_gw,2023,1.08,wind_capacity_gw
PHL,2030,Wind,generation_twh,2023,3.31,wind_electricity
PHL,2030,Wind,share_of_generation_pct,2023,1.7,wind_share_elec
POL,2030,Bioenergy,capacity_total_gw,2023,2.47,biofuel_capacity_gw
POL,2030,Bioenergy,generation_twh,2023,10.12,biofuel_electricity
POL,2030,Bioenergy,share_of_generation_pct,2023,5.12,biofuel_share_elec
POL,2030,Coal,capacity_total_gw,2023,19.49,coal_capacity_gw
POL,2030,Coal,generation_twh,2023,69.36,coal_electricity
POL,2030,Coal,share_of_generation_pct,2023,35.12,coal_share_elec
POL,2030,Gas,capacity_total_gw,2023,13.01,gas_capacity_gw
POL,2030,Gas,generation_twh,2023,29.45,gas_electricity
POL,2030,Gas,share_of_generation_pct,2023,14.92,gas_share_elec
POL,2030,Hydro,capacity_total_gw,2023,1.13,hydro_capacity_gw
POL,2030,Hydro,generation_twh,2023,2.0,hydro_electricity
POL,2030,Hydro,share_of_generation_pct,2023,1.01,hydro_share_elec
POL,2030,Nuclear,capacity_total_gw,2023,0.3,nuclear_capacity_gw
POL,2030,Nuclear,generation_twh,2023,1.05,nuclear_electricity
POL,2030,Nuclear,share_of_generation_pct,2023,0.53,nuclear_share_elec
POL,2030,Solar,capacity_total_gw,2023,27.0,solar_capacity_gw
POL,2030,Solar,generation_twh,2023,25.12,solar_electricity
POL,2030,Solar,share_of_generation_pct,2023,12.72,solar_share_elec
POL,2030,Wind,capacity_total_gw,2023,19.84,wind_capacity_gw
POL,2030,Wind,generation_twh,2023,55.94,wind_electricity
POL,2030,Wind,share_of_generation_pct,2023,28.32,wind_share_elec
PRT,2030,Bioenergy,capacity_total_gw,2023,1.4,biofuel_capacity_gw
PRT,2030,Bioenergy,generation_twh,2023,6.24,biofuel_electricity
PRT,2030,Bioenergy,share_of_generation_pct,2023,6.58,biofuel_share_elec
PRT,2030,Coal,capacity_total_gw,2023,0.0,coal_capacity_gw
PRT,2030,Coal,generation_twh,2023,0.0,coal_electricity
PRT,2030,Coal,share_of_generation_pct,2023,0.0,coal_share_elec
PRT,2030,Gas,capacity_total_gw,2023,3.8,gas_capacity_gw
PRT,2030,Gas,generation_twh,2023,7.01,gas_electricity
PRT,2030,Gas,share_of_generation_pct,2023,7.39,gas_share_elec
PRT,2030,Hydro,capacity_total_gw,2023,4.2,hydro_capacity_gw
PRT,2030,Hydro,generation_twh,2023,9.75,hydro_electricity
PRT,2030,Hydro,share_of_generation_pct,2023,10.28,hydro_share_elec
PRT,2030,Nuclear,generation_twh,2023,0.0,nuclear_electricity
PRT,2030,Nuclear,share_of_generation_pct,2023,0.0,nuclear_share_elec
PRT,2030,Solar,capacity_total_gw,2023,20.4,solar_capacity_gw
PRT,2030,Solar,generation_twh,2023,36.69,solar_electricity
PRT,2030,Solar,share_of_generation_pct,2023,38.68,solar_share_elec
PRT,2030,Wind,capacity_total_gw,2023,12.4,wind_capacity_gw
PRT,2030,Wind,generation_twh,2023,34.28,wind_electricity
PRT,2030,Wind,share_of_generation_pct,2023,36.14,wind_share_elec
ROU,2030,Bioenergy,capacity_total_gw,2023,0.4,biofuel_capacity_gw
ROU,2030,Bioenergy,generation_twh,2023,1.9,biofuel_electricity
ROU,2030,Bioenergy,share_of_generation_pct,2023,2.33,biofuel_share_elec
ROU,2030,Coal,capacity_total_gw,2024,0.0,coal_capacity_gw
ROU,2030,Coal,generation_twh,2024,0.0,coal_electricity
ROU,2030,Coal,share_of_generation_pct,2024,0.0,coal_share_elec
ROU,2030,Gas,capacity_total_gw,2023,5.3,gas_capacity_gw
ROU,2030,Gas,generation_twh,2023,19.3,gas_electricity
ROU,2030,Gas,share_of_generation_pct,2023,23.71,gas_share_elec
ROU,2030,Hydro,capacity_total_gw,2023,6.9,hydro_capacity_gw
ROU,2030,Hydro,generation_twh,2023,16.3,hydro_electricity
ROU,2030,Hydro,share_of_generation_pct,2023,20.02,hydro_share_elec
ROU,2030,Nuclear,capacity_total_gw,2023,1.9,nuclear_capacity_gw
ROU,2030,Nuclear,generation_twh,2023,15.6,nuclear_electricity
ROU,2030,Nuclear,share_of_generation_pct,2023,19.16,nuclear_share_elec
ROU,2030,Solar,capacity_total_gw,2023,8.3,solar_capacity_gw
ROU,2030,Solar,generation_twh,2023,10.9,solar_electricity
ROU,2030,Solar,share_of_generation_pct,2023,13.39,solar_share_elec
ROU,2030,Wind,capacity_total_gw,2023,7.6,wind_capacity_gw
ROU,2030,Wind,generation_twh,2023,17.4,wind_electricity
ROU,2030,Wind,share_of_generation_pct,2023,21.38,wind_share_elec
RUS,2030,Hydro,capacity_total_gw,2023,54.0,hydro_capacity_gw
RUS,2030,Solar,capacity_total_gw,2023,2.0,solar_capacity_gw
RUS,2030,Wind,capacity_total_gw,2023,3.0,wind_capacity_gw
RWA,2030,Bioenergy,capacity_total_gw,2024,0.01,biofuel_capacity_gw
RWA,2030,Bioenergy,generation_twh,2024,0.09445,biofuel_electricity
RWA,2030,Coal,capacity_total_gw,2024,0.03,coal_capacity_gw
RWA,2030,Gas,capacity_total_gw,2024,0.08,gas_capacity_gw
RWA,2030,Gas,generation_twh,2024,0.60908,gas_electricity
RWA,2030,Hydro,capacity_total_gw,2024,0.27,hydro_capacity_gw
RWA,2030,Hydro,generation_twh,2024,1.83004,hydro_electricity
RWA,2030,Renewables,share_of_generation_pct,2024,60.0,renewables_share_elec
RWA,2030,Solar,capacity_total_gw,2024,0.01,solar_capacity_gw
RWA,2030,Solar,generation_twh,2024,0.01929,solar_electricity
SAU,2030,Renewables,share_of_generation_pct,2023,50.0,renewables_share_elec
SAU,2030,Solar,capacity_total_gw,2023,42.7,solar_capacity_gw
SAU,2030,Wind,capacity_total_gw,2023,16.0,wind_capacity_gw
SGP,2030,Solar,capacity_total_gw,2024,2.0,solar_capacity_gw
SRB,2030,Bioenergy,capacity_total_gw,2024,0.186,biofuel_capacity_gw
SRB,2030,Coal,capacity_total_gw,2024,4.65,coal_capacity_gw
SRB,2030,Gas,capacity_total_gw,2024,0.279,gas_capacity_gw
SRB,2030,Hydro,capacity_total_gw,2024,3.162,hydro_capacity_gw
SRB,2030,Renewables,share_of_generation_pct,2024,29.0,renewables_share_elec
SRB,2030,Solar,capacity_total_gw,2024,0.372,solar_capacity_gw
SRB,2030,Wind,capacity_total_gw,2024,0.744,wind_capacity_gw
SVK,2030,Bioenergy,capacity_total_gw,2023,0.4,biofuel_capacity_gw
SVK,2030,Bioenergy,generation_twh,2023,2.54,biofuel_electricity
SVK,2030,Hydro,capacity_total_gw,2023,1.755,hydro_capacity_gw
SVK,2030,Hydro,generation_twh,2023,4.822,hydro_electricity
SVK,2030,Solar,capacity_total_gw,2023,1.4,solar_capacity_gw
SVK,2030,Solar,generation_twh,2023,1.47,solar_electricity
SVK,2030,Wind,capacity_total_gw,2023,0.75,wind_capacity_gw
SVK,2030,Wind,generation_twh,2023,1.5,wind_electricity
SVN,2030,Bioenergy,capacity_total_gw,2023,0.03,biofuel_capacity_gw
SVN,2030,Bioenergy,generation_twh,2023,0.169,biofuel_electricity
SVN,2030,Bioenergy,share_of_generation_pct,2023,0.872,biofuel_share_elec
SVN,2030,Coal,generation_twh,2026,3.42,coal_electricity
SVN,2030,Fossil,generation_twh,2023,4.5,fossil_electricity
SVN,2030,Fossil,share_of_generation_pct,2023,23.208,fossil_share_elec
SVN,2030,Gas,generation_twh,2026,1.02,gas_electricity
SVN,2030,Hydro,capacity_total_gw,2023,1.77,hydro_capacity_gw
SVN,2030,Hydro,generation_twh,2023,4.707,hydro_electricity
SVN,2030,Hydro,share_of_generation_pct,2023,24.275,hydro_share_elec
SVN,2030,Nuclear,generation_twh,2023,5.9,nuclear_electricity
SVN,2030,Nuclear,share_of_generation_pct,2023,30.428,nuclear_share_elec
SVN,2030,Renewables,generation_twh,2026,4.2,renewables_electricity
SVN,2030,Renewables,share_of_generation_pct,2026,0.486,renewables_share_elec
SVN,2030,Solar,capacity_total_gw,2023,3.45,solar_capacity_gw
SVN,2030,Solar,generation_twh,2023,3.757,solar_electricity
SVN,2030,Solar,share_of_generation_pct,2023,19.376,solar_share_elec
SVN,2030,Wind,capacity_total_gw,2023,0.153,wind_capacity_gw
SVN,2030,Wind,generation_twh,2023,0.357,wind_electricity
SVN,2030,Wind,share_of_generation_pct,2023,1.841,wind_share_elec
SWE,2030,Bioenergy,generation_twh,2024,15.57,biofuel_electricity
SWE,2030,Gas,capacity_total_gw,2023,6.446886447,gas_capacity_gw
SWE,2030,Hydro,capacity_total_gw,2023,16.996337,hydro_capacity_gw
SWE,2030,Hydro,generation_twh,2024,66.34,hydro_electricity
SWE,2030,Nuclear,capacity_total_gw,2023,7.032967033,nuclear_capacity_gw
SWE,2030,Nuclear,generation_twh,2024,52.0,nuclear_electricity
SWE,2030,Solar,capacity_total_gw,2023,6.446886447,solar_capacity_gw
SWE,2030,Solar,generation_twh,2024,8.8,solar_electricity
SWE,2030,Wind,capacity_total_gw,2023,24.90842491,wind_capacity_gw
SWE,2030,Wind,generation_twh,2024,74.47,wind_electricity
TGO,2030,Renewables,share_of_generation_pct,2023,50.0,renewables_share_elec
THA,2030,Bioenergy,capacity_total_gw,2023,4.6665,biofuel_capacity_gw
THA,2030,Hydro,capacity_total_gw,2023,3.1618,hydro_capacity_gw
THA,2030,Solar,capacity_total_gw,2023,10.077,solar_capacity_gw
THA,2030,Wind,capacity_total_gw,2023,4.01,wind_capacity_gw
TUR,2030,Coal,capacity_total_gw,2023,22.8,coal_capacity_gw
TUR,2030,Fossil,generation_twh,2023,201.2,fossil_electricity
TUR,2030,Gas,capacity_total_gw,2023,30.3,gas_capacity_gw
TUR,2030,Hydro,capacity_total_gw,2023,35.1,hydro_capacity_gw
TUR,2030,Hydro,generation_twh,2023,87.9,hydro_electricity
TUR,2030,Hydro,share_of_generation_pct,2023,19.4,hydro_share_elec
TUR,2030,Nuclear,capacity_total_gw,2023,4.8,nuclear_capacity_gw
TUR,2030,Nuclear,generation_twh,2023,37.2,nuclear_electricity
TUR,2030,Nuclear,share_of_generation_pct,2023,8.2,nuclear_share_elec
TUR,2030,Solar,capacity_total_gw,2023,32.9,solar_capacity_gw
TUR,2030,Solar,generation_twh,2023,52.2,solar_electricity
TUR,2030,Solar,share_of_generation_pct,2023,11.5,solar_share_elec
TUR,2030,Wind,capacity_total_gw,2023,18.1,wind_capacity_gw
TUR,2030,Wind,generation_twh,2023,53.7,wind_electricity
TUR,2030,Wind,share_of_generation_pct,2023,11.9,wind_share_elec
TZA,2030,Bioenergy,share_of_generation_pct,2025,0.1,biofuel_share_elec
TZA,2030,Coal,capacity_total_gw,2024,0.3,coal_capacity_gw
TZA,2030,Coal,generation_twh,2024,2.103,coal_electricity
TZA,2030,Coal,share_of_generation_pct,2024,6.127083223,coal_share_elec
TZA,2030,Gas,capacity_total_gw,2024,1.6395,gas_capacity_gw
TZA,2030,Gas,generation_twh,2024,11.02,gas_electricity
TZA,2030,Gas,share_of_generation_pct,2024,32.1019246,gas_share_elec
TZA,2030,Hydro,capacity_total_gw,2024,3.62473,hydro_capacity_gw
TZA,2030,Hydro,generation_twh,2024,16.74117,hydro_electricity
TZA,2030,Hydro,share_of_generation_pct,2024,48.77534086,hydro_share_elec
TZA,2030,Renewables,capacity_total_gw,2025,7.49,renewables_capacity_gw
TZA,2030,Solar,capacity_total_gw,2024,0.355,solar_capacity_gw
TZA,2030,Solar,generation_twh,2024,0.7026,solar_electricity
TZA,2030,Solar,share_of_generation_pct,2024,2.047022669,solar_share_elec
TZA,2030,Wind,capacity_total_gw,2024,0.1,wind_capacity_gw
TZA,2030,Wind,generation_twh,2024,0.644,wind_electricity
TZA,2030,Wind,share_of_generation_pct,2024,1.876291772,wind_share_elec
UKR,2030,Bioenergy,capacity_total_gw,2024,1.448,biofuel_capacity_gw
UKR,2030,Bioenergy,generation_twh,2024,6.53,biofuel_electricity
UKR,2030,Hydro,capacity_total_gw,2024,4.935,hydro_capacity_gw
UKR,2030,Hydro,generation_twh,2024,7.1,hydro_electricity
UKR,2030,Renewables,share_of_generation_pct,2024,25.0,renewables_share_elec
UKR,2030,Solar,capacity_total_gw,2024,11.788,solar_capacity_gw
UKR,2030,Solar,generation_twh,2024,14.7,solar_electricity
UKR,2030,Wind,capacity_total_gw,2024,5.42,wind_capacity_gw
UKR,2030,Wind,generation_twh,2024,15.8,wind_electricity
USA,2030,Bioenergy,capacity_total_gw,2023,13.0,biofuel_capacity_gw
USA,2030,Bioenergy,generation_twh,2023,18.0,biofuel_electricity
USA,2030,Bioenergy,share_of_generation_pct,2023,0.41,biofuel_share_elec
USA,2030,Coal,capacity_total_gw,2023,129.0,coal_capacity_gw
USA,2030,Coal,generation_twh,2023,310.0,coal_electricity
USA,2030,Coal,share_of_generation_pct,2023,7.02,coal_share_elec
USA,2030,Gas,capacity_total_gw,2023,400.0,gas_capacity_gw
USA,2030,Gas,generation_twh,2023,708.0,gas_electricity
USA,2030,Gas,share_of_generation_pct,2023,16.04,gas_share_elec
USA,2030,Hydro,capacity_total_gw,2023,75.0,hydro_capacity_gw
USA,2030,Hydro,generation_twh,2023,293.0,hydro_electricity
USA,2030,Hydro,share_of_generation_pct,2023,6.64,hydro_share_elec
USA,2030,Nuclear,capacity_total_gw,2023,95.0,nuclear_capacity_gw
USA,2030,Nuclear,generation_twh,2023,756.0,nuclear_electricity
USA,2030,Nuclear,share_of_generation_pct,2023,17.13,nuclear_share_elec
USA,2030,Renewables,share_of_generation_pct,2025,30.0,renewables_share_elec
USA,2030,Solar,capacity_total_gw,2023,468.0,solar_capacity_gw
USA,2030,Solar,generation_twh,2023,984.0,solar_electricity
USA,2030,Solar,share_of_generation_pct,2023,22.29,solar_share_elec
USA,2030,Wind,capacity_total_gw,2023,369.0,wind_capacity_gw
USA,2030,Wind,generation_twh,2023,1294.0,wind_electricity
USA,2030,Wind,generation_twh,2025,576.3,wind_electricity
USA,2030,Wind,share_of_generation_pct,2023,29.32,wind_share_elec
UZB,2030,Coal,capacity_total_gw,2024,1.7,coal_capacity_gw
UZB,2030,Coal,generation_twh,2024,10.1,coal_electricity
UZB,2030,Coal,share_of_generation_pct,2024,8.4,coal_share_elec
UZB,2030,Gas,capacity_total_gw,2024,13.4,gas_capacity_gw
UZB,2030,Gas,generation_twh,2024,60.6,gas_electricity
UZB,2030,Gas,share_of_generation_pct,2024,50.1,gas_share_elec
UZB,2030,Hydro,capacity_total_gw,2024,3.8,hydro_capacity_gw
UZB,2030,Hydro,generation_twh,2024,13.1,hydro_electricity
UZB,2030,Hydro,share_of_generation_pct,2024,10.8,hydro_share_elec
UZB,2030,Nuclear,capacity_total_gw,2024,2.4,nuclear_capacity_gw
UZB,2030,Nuclear,generation_twh,2024,18.0,nuclear_electricity
UZB,2030,Nuclear,share_of_generation_pct,2024,14.9,nuclear_share_elec
UZB,2030,Solar,capacity_total_gw,2024,5.0,solar_capacity_gw
UZB,2030,Solar,generation_twh,2024,10.5,solar_electricity
UZB,2030,Solar,share_of_generation_pct,2024,8.7,solar_share_elec
UZB,2030,Wind,capacity_total_gw,2024,3.0,wind_capacity_gw
UZB,2030,Wind,generation_twh,2024,8.6,wind_electricity
UZB,2030,Wind,share_of_generation_pct,2024,7.1,wind_share_elec
VNM,2030,Bioenergy,capacity_total_gw,2023,2.27,biofuel_capacity_gw
VNM,2030,Coal,capacity_total_gw,2023,30.127,coal_capacity_gw
VNM,2030,Gas,capacity_total_gw,2023,37.33,gas_capacity_gw
VNM,2030,Hydro,capacity_total_gw,2023,29.346,hydro_capacity_gw
VNM,2030,Renewables,share_of_generation_pct,2023,47.0,renewables_share_elec
VNM,2030,Solar,capacity_total_gw,2023,22.58,solar_capacity_gw
VNM,2030,Wind,capacity_total_gw,2023,27.88,wind_capacity_gw
XKX,2030,Bioenergy,capacity_total_gw,2024,0.02547,biofuel_capacity_gw
XKX,2030,Coal,capacity_total_gw,2024,0.94239,coal_capacity_gw
XKX,2030,Coal,share_of_generation_pct,2024,57.0,coal_share_elec
XKX,2030,Hydro,capacity_total_gw,2024,0.10188,hydro_capacity_gw
XKX,2030,Hydro,share_of_generation_pct,2024,5.0,hydro_share_elec
XKX,2030,Solar,capacity_total_gw,2024,0.63675,solar_capacity_gw
XKX,2030,Solar,share_of_generation_pct,2024,13.0,solar_share_elec
XKX,2030,Wind,capacity_total_gw,2024,0.68769,wind_capacity_gw
XKX,2030,Wind,share_of_generation_pct,2024,25.0,wind_share_elec
ZAF,2030,Coal,capacity_total_gw,2023,333.64,coal_capacity_gw
ZAF,2030,Coal,share_of_generation_pct,2023,58.8,coal_share_elec
ZAF,2030,Hydro,capacity_total_gw,2023,4.6,hydro_capacity_gw
ZAF,2030,Hydro,share_of_generation_pct,2023,8.4,hydro_share_elec
ZAF,2030,Nuclear,capacity_total_gw,2023,1.86,nuclear_capacity_gw
ZAF,2030,Nuclear,share_of_generation_pct,2023,4.5,nuclear_share_elec
ZAF,2030,Solar,capacity_total_gw,2023,8.288,solar_capacity_gw
ZAF,2030,Solar,share_of_generation_pct,2023,6.3,solar_share_elec
ZAF,2030,Wind,capacity_total_gw,2023,17.742,wind_capacity_gw
ZAF,2030,Wind,share_of_generation_pct,2023,17.8,wind_share_elec
